id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-01486,SIN-0496,Fotos Daño,Sí,Sí,2025-03-31,No,
DOC-01487,SIN-0496,Informe Perito,Sí,Sí,2025-04-04,No,
DOC-01488,SIN-0497,Historia Clínica,Sí,Sí,2025-02-04,No,
DOC-01489,SIN-0497,Resultados Exámenes,Sí,Sí,2025-02-08,No,
DOC-01490,SIN-0498,Resultados Exámenes,Sí,Sí,2024-10-23,No,
DOC-01491,SIN-0498,Factura Hospital,Sí,Sí,2024-10-23,No,
DOC-01492,SIN-0498,Informe Médico,Sí,Sí,2024-10-13,No,
DOC-01493,SIN-0499,Fotos Daño,Sí,Sí,2024-07-10,No,
DOC-01494,SIN-0499,Copia Matrícula,Sí,Sí,2024-07-10,No,
DOC-01495,SIN-0499,Factura Taller,Sí,Sí,2024-07-04,No,
DOC-01496,SIN-0500,Copia Matrícula,Sí,Sí,2023-07-19,No,
DOC-01497,SIN-0500,Copia Licencia,Sí,Sí,2023-07-24,No,
DOC-01498,SIN-0500,Informe Perito,Sí,Sí,2023-07-23,No,
DOC-01499,SIN-0500,Factura Taller,Sí,Sí,2023-07-29,No,
DOC-01500,SIN-0501,Factura Hospital,Sí,Sí,2024-09-29,No,
DOC-01501,SIN-0501,Informe Médico,Sí,Sí,2024-09-24,No,
DOC-01502,SIN-0501,Historia Clínica,Sí,Sí,2024-09-21,No,
DOC-01503,SIN-0501,Recetas Médicas,Sí,Sí,2024-10-02,No,
DOC-01504,SIN-0502,Copia Matrícula,Sí,Sí,2023-03-01,No,
DOC-01505,SIN-0502,Denuncia Policial,Sí,Sí,2023-02-23,No,
DOC-01506,SIN-0503,Fotos Daño,Sí,Sí,2023-07-31,No,
DOC-01507,SIN-0503,Factura Taller,Sí,Sí,2023-07-19,No,
DOC-01508,SIN-0503,Copia Licencia,Sí,Sí,2023-07-26,No,
DOC-01509,SIN-0504,Factura Taller,Sí,Sí,2023-09-05,No,
DOC-01510,SIN-0504,Informe Perito,Sí,Sí,2023-09-05,No,
DOC-01511,SIN-0505,Informe Médico,Sí,Sí,2023-04-17,No,
DOC-01512,SIN-0505,Póliza Original,Sí,Sí,2023-04-23,No,
DOC-01513,SIN-0506,Cotización Reparación,Sí,Sí,2025-02-27,No,
DOC-01514,SIN-0506,Factura Equipo,Sí,Sí,2025-02-22,No,
DOC-01515,SIN-0506,Acta Policial,Sí,Sí,2025-02-25,No,
DOC-01516,SIN-0507,Copia Matrícula,Sí,Sí,2025-05-03,No,
DOC-01517,SIN-0507,Factura Taller,Sí,Sí,2025-04-25,No,
DOC-01518,SIN-0508,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-01519,SIN-0508,Informe Perito,Sí,Sí,2023-09-01,No,
DOC-01520,SIN-0508,Factura Taller,Sí,Sí,2023-08-30,No,
DOC-01521,SIN-0509,Copia Licencia,Sí,Sí,2024-04-10,No,
DOC-01522,SIN-0509,Informe Perito,Sí,Sí,2024-04-07,No,
DOC-01523,SIN-0510,Inventario Bienes,Sí,Sí,2022-10-17,No,
DOC-01524,SIN-0510,Fotos Daño,Sí,Sí,2022-10-19,No,
DOC-01525,SIN-0510,Factura Reparación,Sí,Sí,2022-10-23,No,
DOC-01526,SIN-0511,Fotos Daño,Sí,Sí,2023-03-14,No,
DOC-01527,SIN-0511,Informe Bomberos,Sí,Sí,2023-03-10,No,
DOC-01528,SIN-0512,Fotos Daño,Sí,Sí,2024-02-23,No,
DOC-01529,SIN-0512,Informe Bomberos,Sí,Sí,2024-02-15,No,
DOC-01530,SIN-0512,Factura Reparación,Sí,Sí,2024-02-24,No,
DOC-01531,SIN-0512,Inventario Bienes,Sí,Sí,2024-02-22,No,
DOC-01532,SIN-0513,Resultados Exámenes,Sí,Sí,2023-12-19,No,
DOC-01533,SIN-0513,Recetas Médicas,Sí,Sí,2023-12-18,No,
DOC-01534,SIN-0514,Fotos Daño,Sí,Sí,2024-08-15,No,
DOC-01535,SIN-0514,Copia Licencia,Sí,Sí,2024-08-17,No,
DOC-01536,SIN-0514,Factura Taller,Sí,Sí,2024-08-05,No,
DOC-01537,SIN-0514,Denuncia Policial,Sí,Sí,2024-08-07,No,
DOC-01538,SIN-0515,Denuncia Policial,Sí,Sí,2021-05-03,No,
DOC-01539,SIN-0515,Informe Perito,Sí,Sí,2021-05-13,No,
DOC-01540,SIN-0516,Factura Reparación,Sí,Sí,2024-03-11,No,
DOC-01541,SIN-0516,Inventario Bienes,Sí,Sí,2024-03-06,No,
DOC-01542,SIN-0517,Inventario Bienes,Sí,Sí,2023-02-15,No,
DOC-01543,SIN-0517,Acta Policial,Sí,Sí,2023-02-27,No,
DOC-01544,SIN-0518,Informe Perito,Sí,Sí,2025-01-27,No,
DOC-01545,SIN-0518,Denuncia Policial,Sí,Sí,2025-01-29,No,
DOC-01546,SIN-0519,Informe Médico,Sí,Sí,2023-03-28,No,
DOC-01547,SIN-0519,Póliza Original,Sí,Sí,2023-03-28,No,
DOC-01548,SIN-0519,Acta de Defunción,Sí,Sí,2023-04-09,No,
DOC-01549,SIN-0519,Copia Cédula Beneficiario,Sí,Sí,2023-04-01,No,
DOC-01550,SIN-0520,Copia Matrícula,Sí,Sí,2025-04-30,No,
DOC-01551,SIN-0520,Fotos Daño,Sí,Sí,2025-04-22,No,
DOC-01552,SIN-0521,Resultados Exámenes,Sí,Sí,2024-10-05,No,
DOC-01553,SIN-0521,Historia Clínica,Sí,Sí,2024-10-17,No,
DOC-01554,SIN-0521,Factura Hospital,Sí,Sí,2024-10-12,No,
DOC-01555,SIN-0522,Factura Reparación,Sí,Sí,2023-12-21,No,
DOC-01556,SIN-0522,Acta Policial,Sí,Sí,2023-12-19,No,
DOC-01557,SIN-0522,Informe Bomberos,Sí,Sí,2023-12-21,No,
DOC-01558,SIN-0522,Fotos Daño,Sí,Sí,2023-12-25,No,
DOC-01559,SIN-0523,Copia Matrícula,Sí,Sí,2024-10-02,No,
DOC-01560,SIN-0523,Fotos Daño,Sí,Sí,2024-10-04,No,
DOC-01561,SIN-0523,Copia Licencia,Sí,Sí,2024-09-26,No,
DOC-01562,SIN-0523,Denuncia Policial,Sí,Sí,2024-10-01,No,
DOC-01563,SIN-0524,Fotos Daño,Sí,Sí,2023-05-23,No,
DOC-01564,SIN-0524,Factura Taller,Sí,Sí,2023-05-18,No,
DOC-01565,SIN-0525,Factura Taller,Sí,Sí,2021-08-05,No,
DOC-01566,SIN-0525,Copia Licencia,Sí,Sí,2021-08-04,No,
DOC-01567,SIN-0526,Copia Matrícula,Sí,Sí,2024-12-12,No,
DOC-01568,SIN-0526,Fotos Daño,Sí,Sí,2024-12-13,No,
DOC-01569,SIN-0527,Resultados Exámenes,Sí,Sí,2024-03-07,No,
DOC-01570,SIN-0527,Factura Hospital,Sí,Sí,2024-02-29,No,
DOC-01571,SIN-0527,Recetas Médicas,Sí,Sí,2024-03-10,No,
DOC-01572,SIN-0527,Historia Clínica,Sí,Sí,2024-03-10,No,
DOC-01573,SIN-0528,Fotos Daño,Sí,Sí,2024-11-29,No,
DOC-01574,SIN-0528,Informe Bomberos,No,No,,No,Documento no entregado por el asegurado
DOC-01575,SIN-0528,Inventario Bienes,Sí,Sí,2024-12-03,No,
DOC-01576,SIN-0529,Copia Licencia,Sí,Sí,2024-05-14,No,
DOC-01577,SIN-0529,Fotos Daño,Sí,Sí,2024-05-15,No,
DOC-01578,SIN-0529,Factura Taller,Sí,Sí,2024-05-21,No,
DOC-01579,SIN-0529,Copia Matrícula,Sí,Sí,2024-05-17,No,
DOC-01580,SIN-0530,Copia Matrícula,Sí,Sí,2023-11-05,No,
DOC-01581,SIN-0530,Denuncia Policial,Sí,Sí,2023-11-03,No,
DOC-01582,SIN-0531,Denuncia Policial,Sí,Sí,2023-04-20,No,
DOC-01583,SIN-0531,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-01584,SIN-0532,Resultados Exámenes,Sí,Sí,2023-09-27,No,
DOC-01585,SIN-0532,Informe Médico,Sí,Sí,2023-09-18,No,
DOC-01586,SIN-0532,Recetas Médicas,Sí,Sí,2023-09-22,No,
DOC-01587,SIN-0532,Factura Hospital,Sí,Sí,2023-09-29,No,
DOC-01588,SIN-0533,Informe Perito,Sí,Sí,2023-06-04,No,
DOC-01589,SIN-0533,Factura Taller,Sí,Sí,2023-06-06,No,
DOC-01590,SIN-0534,Recetas Médicas,Sí,Sí,2023-05-09,No,
DOC-01591,SIN-0534,Historia Clínica,Sí,Sí,2023-04-25,No,
DOC-01592,SIN-0534,Resultados Exámenes,Sí,Sí,2023-05-01,No,
DOC-01593,SIN-0535,Denuncia Policial,Sí,Sí,2024-09-12,No,
DOC-01594,SIN-0535,Fotos Daño,Sí,Sí,2024-09-06,No,
DOC-01595,SIN-0535,Factura Taller,Sí,Sí,2024-09-03,No,
DOC-01596,SIN-0535,Copia Licencia,Sí,Sí,2024-09-12,No,
DOC-01597,SIN-0536,Resultados Exámenes,Sí,Sí,2023-10-16,No,
DOC-01598,SIN-0536,Recetas Médicas,Sí,Sí,2023-10-19,No,
DOC-01599,SIN-0536,Historia Clínica,Sí,Sí,2023-10-17,No,
DOC-01600,SIN-0536,Factura Hospital,Sí,Sí,2023-10-16,No,
DOC-01601,SIN-0537,Denuncia Policial,Sí,Sí,2023-06-13,No,
DOC-01602,SIN-0537,Copia Matrícula,Sí,Sí,2023-06-16,No,
DOC-01603,SIN-0537,Factura Taller,Sí,Sí,2023-06-05,No,
DOC-01604,SIN-0537,Fotos Daño,Sí,Sí,2023-06-14,No,
DOC-01605,SIN-0538,Informe Perito,Sí,Sí,2024-09-18,No,
DOC-01606,SIN-0538,Copia Licencia,Sí,Sí,2024-09-19,No,
DOC-01607,SIN-0538,Copia Matrícula,Sí,Sí,2024-09-20,No,
DOC-01608,SIN-0538,Fotos Daño,Sí,Sí,2024-09-11,No,
DOC-01609,SIN-0539,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-01610,SIN-0539,Factura Taller,Sí,Sí,2024-02-22,No,
DOC-01611,SIN-0539,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01612,SIN-0540,Copia Licencia,Sí,Sí,2025-03-29,No,
DOC-01613,SIN-0540,Factura Taller,Sí,Sí,2025-03-31,No,
DOC-01614,SIN-0540,Fotos Daño,Sí,Sí,2025-03-30,No,
DOC-01615,SIN-0541,Denuncia Policial,Sí,Sí,2023-02-18,No,
DOC-01616,SIN-0541,Copia Matrícula,Sí,Sí,2023-02-07,No,
DOC-01617,SIN-0542,Acta Policial,No,No,,No,Documento no entregado por el asegurado
DOC-01618,SIN-0542,Inventario Bienes,Sí,Sí,2025-01-27,No,
DOC-01619,SIN-0542,Factura Reparación,Sí,Sí,2025-01-23,No,
DOC-01620,SIN-0543,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-01621,SIN-0543,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-01622,SIN-0543,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-01623,SIN-0543,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01624,SIN-0544,Factura Hospital,Sí,Sí,2024-05-26,No,
DOC-01625,SIN-0544,Recetas Médicas,Sí,Sí,2024-05-30,No,
DOC-01626,SIN-0544,Informe Médico,Sí,Sí,2024-06-04,No,
DOC-01627,SIN-0545,Inventario Bienes,Sí,Sí,2024-01-11,No,
DOC-01628,SIN-0545,Acta Policial,Sí,Sí,2023-12-29,No,
DOC-01629,SIN-0545,Informe Bomberos,Sí,Sí,2024-01-02,No,
DOC-01630,SIN-0545,Factura Reparación,Sí,Sí,2024-01-09,No,
DOC-01631,SIN-0546,Fotos Daño,Sí,Sí,2024-10-15,No,
DOC-01632,SIN-0546,Copia Matrícula,Sí,Sí,2024-10-22,No,
DOC-01633,SIN-0546,Denuncia Policial,Sí,Sí,2024-10-23,No,
DOC-01634,SIN-0547,Factura Taller,Sí,Sí,2024-03-17,No,
DOC-01635,SIN-0547,Denuncia Policial,Sí,Sí,2024-03-06,No,
DOC-01636,SIN-0547,Informe Perito,Sí,Sí,2024-03-05,No,
DOC-01637,SIN-0548,Historia Clínica,Sí,Sí,2023-11-26,No,
DOC-01638,SIN-0548,Recetas Médicas,Sí,Sí,2023-11-29,No,
DOC-01639,SIN-0548,Informe Médico,Sí,Sí,2023-12-01,No,
DOC-01640,SIN-0549,Informe Perito,Sí,Sí,2024-01-03,No,
DOC-01641,SIN-0549,Copia Licencia,Sí,Sí,2023-12-22,No,
DOC-01642,SIN-0549,Factura Taller,Sí,Sí,2023-12-28,No,
DOC-01643,SIN-0549,Denuncia Policial,Sí,Sí,2023-12-29,No,
DOC-01644,SIN-0550,Fotos Daño,Sí,Sí,2023-02-15,No,
DOC-01645,SIN-0550,Factura Taller,Sí,Sí,2023-02-16,No,
DOC-01646,SIN-0551,Informe Perito,Sí,Sí,2024-03-17,No,
DOC-01647,SIN-0551,Copia Matrícula,Sí,Sí,2024-03-16,No,
DOC-01648,SIN-0552,Factura Hospital,Sí,Sí,2024-07-16,No,
DOC-01649,SIN-0552,Informe Médico,Sí,Sí,2024-07-25,No,
DOC-01650,SIN-0552,Historia Clínica,Sí,Sí,2024-07-12,No,
DOC-01651,SIN-0553,Copia Cédula Beneficiario,Sí,Sí,2024-09-09,No,
DOC-01652,SIN-0553,Póliza Original,Sí,Sí,2024-09-19,No,
DOC-01653,SIN-0553,Informe Médico,Sí,Sí,2024-09-05,No,
DOC-01654,SIN-0554,Informe Perito,Sí,Sí,2024-05-21,No,
DOC-01655,SIN-0554,Fotos Daño,Sí,Sí,2024-05-18,No,
DOC-01656,SIN-0555,Acta Policial,Sí,Sí,2025-04-05,No,
DOC-01657,SIN-0555,Factura Reparación,Sí,Sí,2025-04-05,No,
DOC-01658,SIN-0555,Informe Bomberos,Sí,Sí,2025-04-07,No,
DOC-01659,SIN-0556,Copia Cédula Beneficiario,Sí,Sí,2024-07-01,No,
DOC-01660,SIN-0556,Informe Médico,Sí,Sí,2024-06-23,No,
DOC-01661,SIN-0556,Póliza Original,Sí,Sí,2024-06-26,No,
DOC-01662,SIN-0557,Copia Licencia,Sí,Sí,2023-09-27,No,
DOC-01663,SIN-0557,Informe Perito,Sí,Sí,2023-09-28,No,
DOC-01664,SIN-0557,Factura Taller,Sí,Sí,2023-10-01,No,
DOC-01665,SIN-0558,Fotos Daño,Sí,Sí,2024-03-24,Sí,Fecha de factura anterior a la fecha del siniestro
DOC-01666,SIN-0558,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01667,SIN-0558,Factura Taller,No,No,2024-04-27,Sí,Documento ilegible en secciones clave
DOC-01668,SIN-0559,Historia Clínica,Sí,Sí,2023-08-28,No,
DOC-01669,SIN-0559,Resultados Exámenes,Sí,Sí,2023-08-30,No,
DOC-01670,SIN-0560,Factura Taller,Sí,Sí,2024-11-26,No,
DOC-01671,SIN-0560,Fotos Daño,Sí,Sí,2024-11-30,No,
DOC-01672,SIN-0560,Copia Licencia,Sí,Sí,2024-11-28,No,
DOC-01673,SIN-0560,Informe Perito,Sí,Sí,2024-11-28,No,
DOC-01674,SIN-0561,Factura Taller,Sí,Sí,2024-01-03,No,
DOC-01675,SIN-0561,Copia Matrícula,Sí,Sí,2024-01-13,No,
DOC-01676,SIN-0562,Resultados Exámenes,Sí,Sí,2025-01-06,No,
DOC-01677,SIN-0562,Recetas Médicas,Sí,Sí,2025-01-06,No,
DOC-01678,SIN-0563,Copia Cédula Beneficiario,Sí,Sí,2023-08-06,No,
DOC-01679,SIN-0563,Informe Médico,Sí,Sí,2023-08-13,No,
DOC-01680,SIN-0563,Póliza Original,Sí,Sí,2023-08-10,No,
DOC-01681,SIN-0564,Denuncia Policial,Sí,Sí,2024-11-10,No,
DOC-01682,SIN-0564,Copia Licencia,Sí,Sí,2024-11-11,No,
DOC-01683,SIN-0564,Factura Taller,Sí,Sí,2024-11-10,No,
DOC-01684,SIN-0565,Historia Clínica,Sí,Sí,2025-03-03,No,
DOC-01685,SIN-0565,Informe Médico,Sí,Sí,2025-02-21,No,
DOC-01686,SIN-0565,Resultados Exámenes,Sí,Sí,2025-02-20,No,
DOC-01687,SIN-0566,Informe Bomberos,Sí,Sí,2023-08-11,No,
DOC-01688,SIN-0566,Fotos Daño,Sí,Sí,2023-08-15,No,
DOC-01689,SIN-0566,Acta Policial,Sí,Sí,2023-08-11,No,
DOC-01690,SIN-0567,Factura Hospital,Sí,Sí,2024-04-03,No,
DOC-01691,SIN-0567,Historia Clínica,Sí,Sí,2024-03-30,No,
DOC-01692,SIN-0567,Informe Médico,Sí,Sí,2024-03-24,No,
DOC-01693,SIN-0568,Copia Licencia,Sí,Sí,2024-02-12,No,
DOC-01694,SIN-0568,Denuncia Policial,Sí,Sí,2024-02-23,No,
DOC-01695,SIN-0569,Fotos Daño,Sí,Sí,2025-03-09,No,
DOC-01696,SIN-0569,Informe Perito,Sí,Sí,2025-03-15,No,
DOC-01697,SIN-0569,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01698,SIN-0570,Resultados Exámenes,Sí,Sí,2023-10-28,No,
DOC-01699,SIN-0570,Informe Médico,Sí,Sí,2023-10-28,No,
DOC-01700,SIN-0571,Factura Equipo,Sí,Sí,2024-03-15,No,
DOC-01701,SIN-0571,Acta Policial,Sí,Sí,2024-03-12,No,
DOC-01702,SIN-0571,Informe Técnico,Sí,Sí,2024-03-11,No,
DOC-01703,SIN-0571,Fotos Daño,Sí,Sí,2024-03-15,No,
DOC-01704,SIN-0572,Informe Perito,Sí,Sí,2021-07-12,No,
DOC-01705,SIN-0572,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01706,SIN-0572,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-01707,SIN-0573,Fotos Daño,Sí,Sí,2024-01-11,No,
DOC-01708,SIN-0573,Factura Taller,Sí,Sí,2024-01-09,No,
DOC-01709,SIN-0573,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01710,SIN-0574,Copia Cédula Beneficiario,Sí,Sí,2025-04-12,No,
DOC-01711,SIN-0574,Acta de Defunción,Sí,Sí,2025-04-10,No,
DOC-01712,SIN-0575,Informe Perito,Sí,Sí,2024-02-11,No,
DOC-01713,SIN-0575,Copia Matrícula,Sí,Sí,2024-02-10,No,
DOC-01714,SIN-0576,Informe Médico,Sí,Sí,2024-10-12,No,
DOC-01715,SIN-0576,Acta de Defunción,Sí,Sí,2024-10-03,No,
DOC-01716,SIN-0576,Póliza Original,Sí,Sí,2024-10-02,No,
DOC-01717,SIN-0577,Póliza Original,Sí,Sí,2024-03-30,No,
DOC-01718,SIN-0577,Informe Médico,Sí,Sí,2024-04-07,No,
DOC-01719,SIN-0578,Copia Matrícula,Sí,Sí,2023-06-26,Sí,Número de placa diferente al registrado en la póliza
DOC-01720,SIN-0578,Denuncia Policial,Sí,Sí,2023-05-09,Sí,Fecha de factura anterior a la fecha del siniestro
DOC-01721,SIN-0578,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01722,SIN-0579,Informe Técnico,Sí,Sí,2023-01-16,No,
DOC-01723,SIN-0579,Fotos Daño,Sí,Sí,2023-01-16,No,
DOC-01724,SIN-0580,Historia Clínica,Sí,Sí,2023-01-11,No,
DOC-01725,SIN-0580,Factura Hospital,Sí,Sí,2023-01-10,No,
DOC-01726,SIN-0580,Informe Médico,Sí,Sí,2023-01-18,No,
DOC-01727,SIN-0581,Factura Reparación,Sí,Sí,2023-08-19,No,
DOC-01728,SIN-0581,Fotos Daño,Sí,Sí,2023-08-13,No,
DOC-01729,SIN-0581,Acta Policial,Sí,Sí,2023-08-21,No,
DOC-01730,SIN-0582,Fotos Daño,Sí,Sí,2023-06-30,No,
DOC-01731,SIN-0582,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-01732,SIN-0582,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-01733,SIN-0582,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01734,SIN-0583,Copia Licencia,Sí,Sí,2022-04-17,No,
DOC-01735,SIN-0583,Informe Perito,Sí,Sí,2022-04-22,No,
DOC-01736,SIN-0583,Denuncia Policial,Sí,Sí,2022-04-16,No,
DOC-01737,SIN-0584,Copia Matrícula,Sí,Sí,2023-02-24,No,
DOC-01738,SIN-0584,Informe Perito,Sí,Sí,2023-02-22,No,
DOC-01739,SIN-0585,Factura Hospital,Sí,Sí,2023-05-21,No,
DOC-01740,SIN-0585,Recetas Médicas,Sí,Sí,2023-05-25,No,
DOC-01741,SIN-0585,Resultados Exámenes,Sí,Sí,2023-05-26,No,
DOC-01742,SIN-0586,Recetas Médicas,Sí,Sí,2023-06-29,No,
DOC-01743,SIN-0586,Historia Clínica,Sí,Sí,2023-07-03,No,
DOC-01744,SIN-0586,Resultados Exámenes,Sí,Sí,2023-07-10,No,
DOC-01745,SIN-0586,Informe Médico,Sí,Sí,2023-06-30,No,
DOC-01746,SIN-0587,Informe Perito,Sí,Sí,2021-06-29,No,
DOC-01747,SIN-0587,Copia Licencia,Sí,Sí,2021-06-30,No,
DOC-01748,SIN-0587,Factura Taller,Sí,Sí,2021-07-01,No,
DOC-01749,SIN-0587,Copia Matrícula,Sí,Sí,2021-07-02,No,
DOC-01750,SIN-0588,Factura Taller,Sí,Sí,2024-07-28,No,
DOC-01751,SIN-0588,Denuncia Policial,Sí,Sí,2024-07-29,No,
DOC-01752,SIN-0589,Fotos Daño,Sí,Sí,2024-04-03,Sí,Sello del proveedor no reconocido
DOC-01753,SIN-0589,Informe Perito,Sí,Sí,2024-04-06,No,
DOC-01754,SIN-0590,Fotos Daño,Sí,Sí,2025-03-23,No,
DOC-01755,SIN-0590,Informe Perito,Sí,Sí,2025-03-25,No,
DOC-01756,SIN-0590,Copia Matrícula,Sí,Sí,2025-03-17,No,
DOC-01757,SIN-0591,Factura Hospital,Sí,Sí,2024-10-05,No,
DOC-01758,SIN-0591,Resultados Exámenes,Sí,Sí,2024-10-07,No,
DOC-01759,SIN-0592,Fotos Daño,Sí,Sí,2025-05-06,No,
DOC-01760,SIN-0592,Acta Policial,Sí,Sí,2025-05-14,No,
DOC-01761,SIN-0592,Cotización Reparación,Sí,Sí,2025-05-14,No,
DOC-01762,SIN-0593,Historia Clínica,Sí,Sí,2023-09-09,No,
DOC-01763,SIN-0593,Informe Médico,Sí,Sí,2023-09-10,No,
DOC-01764,SIN-0593,Factura Hospital,Sí,Sí,2023-09-03,No,
DOC-01765,SIN-0594,Informe Médico,Sí,Sí,2023-09-14,No,
DOC-01766,SIN-0594,Póliza Original,Sí,Sí,2023-09-07,No,
DOC-01767,SIN-0594,Copia Cédula Beneficiario,Sí,Sí,2023-09-17,No,
DOC-01768,SIN-0595,Fotos Daño,Sí,Sí,2025-03-08,No,
DOC-01769,SIN-0595,Factura Taller,Sí,Sí,2025-02-28,No,
DOC-01770,SIN-0595,Copia Matrícula,Sí,Sí,2025-02-25,No,
DOC-01771,SIN-0595,Informe Perito,Sí,Sí,2025-03-05,No,
DOC-01772,SIN-0596,Fotos Daño,Sí,Sí,2023-01-19,No,
DOC-01773,SIN-0596,Copia Licencia,Sí,Sí,2023-01-23,No,
DOC-01774,SIN-0597,Denuncia Policial,Sí,Sí,2024-06-20,No,
DOC-01775,SIN-0597,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01776,SIN-0597,Copia Matrícula,Sí,Sí,2024-06-14,No,
DOC-01777,SIN-0597,Informe Perito,Sí,Sí,2024-06-15,No,
DOC-01778,SIN-0598,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-01779,SIN-0598,Informe Perito,Sí,Sí,2024-03-23,No,
DOC-01780,SIN-0599,Cotización Reparación,Sí,Sí,2023-08-02,No,
DOC-01781,SIN-0599,Fotos Daño,Sí,Sí,2023-08-07,No,
DOC-01782,SIN-0599,Acta Policial,Sí,Sí,2023-07-26,No,
DOC-01783,SIN-0600,Informe Perito,Sí,Sí,2025-02-07,No,
DOC-01784,SIN-0600,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-01785,SIN-0601,Resultados Exámenes,Sí,Sí,2023-10-30,No,
DOC-01786,SIN-0601,Informe Médico,Sí,Sí,2023-10-31,No,
DOC-01787,SIN-0601,Factura Hospital,Sí,Sí,2023-10-31,No,
DOC-01788,SIN-0602,Copia Licencia,Sí,Sí,2023-05-30,No,
DOC-01789,SIN-0602,Informe Perito,Sí,Sí,2023-05-25,No,
DOC-01790,SIN-0602,Factura Taller,Sí,Sí,2023-06-03,No,
DOC-01791,SIN-0602,Fotos Daño,Sí,Sí,2023-05-26,No,
DOC-01792,SIN-0603,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-01793,SIN-0603,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-01794,SIN-0603,Copia Matrícula,Sí,Sí,2023-02-13,No,
DOC-01795,SIN-0604,Informe Bomberos,No,No,,No,Documento no entregado por el asegurado
DOC-01796,SIN-0604,Inventario Bienes,No,No,,No,Documento no entregado por el asegurado
DOC-01797,SIN-0604,Factura Reparación,Sí,Sí,2023-01-25,No,
DOC-01798,SIN-0604,Acta Policial,No,No,,No,Documento no entregado por el asegurado
DOC-01799,SIN-0605,Cotización Reparación,Sí,Sí,2024-04-02,No,
DOC-01800,SIN-0605,Fotos Daño,Sí,Sí,2024-03-24,No,
DOC-01801,SIN-0605,Informe Técnico,Sí,Sí,2024-04-04,No,
DOC-01802,SIN-0606,Factura Taller,Sí,Sí,2024-08-29,No,
DOC-01803,SIN-0606,Denuncia Policial,Sí,Sí,2024-08-23,No,
DOC-01804,SIN-0606,Copia Licencia,Sí,Sí,2024-08-22,No,
DOC-01805,SIN-0607,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-01806,SIN-0607,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-01807,SIN-0607,Factura Taller,Sí,Sí,2024-02-15,No,
DOC-01808,SIN-0607,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-01809,SIN-0608,Resultados Exámenes,Sí,Sí,2023-06-30,Sí,Documento ilegible en secciones clave
DOC-01810,SIN-0608,Factura Hospital,No,No,2023-05-16,Sí,Fecha de factura anterior a la fecha del siniestro
DOC-01811,SIN-0608,Recetas Médicas,No,No,2023-05-15,Sí,Fecha de factura anterior a la fecha del siniestro
DOC-01812,SIN-0609,Factura Taller,Sí,Sí,2024-01-02,No,
DOC-01813,SIN-0609,Fotos Daño,Sí,Sí,2024-01-07,No,
DOC-01814,SIN-0609,Copia Licencia,Sí,Sí,2024-01-06,No,
DOC-01815,SIN-0610,Copia Cédula Beneficiario,Sí,Sí,2024-07-11,No,
DOC-01816,SIN-0610,Póliza Original,Sí,Sí,2024-07-14,No,
DOC-01817,SIN-0611,Factura Taller,Sí,Sí,2023-08-25,No,
DOC-01818,SIN-0611,Fotos Daño,Sí,Sí,2023-08-27,No,
DOC-01819,SIN-0612,Denuncia Policial,Sí,Sí,2024-01-16,No,
DOC-01820,SIN-0612,Fotos Daño,Sí,Sí,2024-01-15,No,
DOC-01821,SIN-0613,Informe Perito,Sí,Sí,2024-12-30,No,
DOC-01822,SIN-0613,Fotos Daño,Sí,Sí,2025-01-06,No,
DOC-01823,SIN-0614,Copia Matrícula,Sí,Sí,2025-01-22,No,
DOC-01824,SIN-0614,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-01825,SIN-0614,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-01826,SIN-0614,Informe Perito,No,No,,No,Documento no entregado por el asegurado
