id_vehiculo,id_asegurado,placa,chasis,numero_motor,marca,modelo,anio,color,siniestros_periodo_18m,ciudad_registro
VEH-0375,ASE-0047,LJD-3404,KKUXNX0E8Z7P630KP,1E4907K8CH,Volkswagen,Tiguan,2010,Amarillo,1,Loja
VEH-0376,ASE-0079,AKM-0226,B16UPTGVMU2P0YFFM,SJ9VJEFVBE,Nissan,Frontier,2007,Amarillo,1,Cuenca
VEH-0377,ASE-0141,HPE-1393,08YFSHR0HVWG4AFF8,7HPFDRL5CL,Chevrolet,Cruze,2022,Amarillo,2,Riobamba
VEH-0378,ASE-0053,HRV-3388,8JE0S1TFNJAL5W8T0,D6W4WAVRFL,Hyundai,i10,2024,Beige,0,Riobamba
VEH-0379,ASE-0143,GZD-3923,UEAZ9EN10BGBB2T3Z,ST5RZZ05ZM,Chevrolet,Cruze,2012,Amarillo,3,Guayaquil
VEH-0380,ASE-0078,CZZ-2645,NCV3LSM585V7D2YF7,81YDGK5TB4,Chevrolet,D-MAX,2005,Naranja,0,Tulcán
VEH-0381,ASE-0163,JFJ-8315,FGDZ0SSYBW1CDPEFD,0R0Y727GX1,Chevrolet,D-MAX,2006,Rojo,0,Santo Domingo
VEH-0382,ASE-0078,CPN-6594,D2KDK3ZXEMAY9EKE4,W0N804C1Y3,Toyota,Yaris,2011,Naranja,2,Tulcán
VEH-0383,ASE-0037,PTL-2687,PMLNL7GA862A97PMF,HTBWC08R5A,Chevrolet,Captiva,2012,Gris,0,Quito
VEH-0384,ASE-0225,GKM-6267,YH0KJEX6PT7YN6LCR,Z9NRFJSD4J,Toyota,Hilux,2018,Blanco,1,Guayaquil
VEH-0385,ASE-0189,MVB-9445,VDP2CFUUU3ZREB090,SGBRJSHCB5,Hyundai,Tucson,2016,Amarillo,2,Portoviejo
VEH-0386,ASE-0090,OYS-5738,UMRRJADAGZ5GP47RJ,RN4CWU40SB,Hyundai,Accent,2013,Verde,1,Machala
VEH-0387,ASE-0151,PNR-0763,S7B1JH2V4V00ZVLZ0,LFJXBWYWT7,Nissan,Kicks,2024,Amarillo,1,Quito
VEH-0388,ASE-0143,GRB-9637,D68ET8TVJ42RGZUWK,VDX3C4J648,Kia,Sorento,2009,Blanco,1,Guayaquil
VEH-0389,ASE-0041,IZK-0255,YXYJ56V9CN0XTT9W6,6CRA4TWKYB,Chevrolet,Sail,2007,Amarillo,1,Ibarra
VEH-0390,ASE-0132,PPP-4375,H99N7UCAUPLY4FGVK,P2Z7TT3JFZ,Chevrolet,D-MAX,2022,Amarillo,1,Quito
VEH-0391,ASE-0069,GMH-0149,M0J33PMB6YFK6ZVLN,D7W5YYFY67,Hyundai,i10,2014,Naranja,0,Guayaquil
VEH-0392,ASE-0017,PCY-1342,FMNF7WJXKVA882JPZ,HBR9PE9UWC,Kia,Sorento,2005,Naranja,0,Quito
VEH-0393,ASE-0170,GML-4633,W3950DH06M9BJVDL4,AF6KKEEDLB,Toyota,Corolla,2011,Rojo,2,Guayaquil
VEH-0394,ASE-0192,AVC-8661,U0WVVBU6AP4EJRP4D,HLGPNJPYX7,Chevrolet,Spark,2023,Verde,0,Cuenca
VEH-0395,ASE-0088,AZF-1159,93BEEWF429J76BDSP,1HW1VPPJ9Y,Chevrolet,Tracker,2008,Amarillo,1,Cuenca
VEH-0396,ASE-0078,CFK-1640,K9JB79ZK65XRPLRF4,7L5TRUAR82,Toyota,Yaris,2012,Plateado,2,Tulcán
VEH-0397,ASE-0201,PRE-5372,X2MKDXWM7A7R5DFF2,R8SYLELCAC,Kia,Cerato,2013,Negro,0,Quito
VEH-0398,ASE-0016,AUV-0181,6UDW9STVGCW6M767K,E035YREDFG,Nissan,Frontier,2013,Plateado,0,Cuenca
VEH-0399,ASE-0013,GHL-2856,M4F98FEZZHLJ39JB8,JYKS154CEG,Chevrolet,Tracker,2019,Rojo,1,Guayaquil
VEH-0400,ASE-0113,PPR-5386,PGYYZFFG4UZ46MAU3,C284J0GN99,Hyundai,Elantra,2015,Amarillo,3,Quito
