id_siniestro,id_poliza,id_asegurado,ramo,cobertura,monto_reclamado,score_riesgo,semaforo,prob_fraude_ml,pred_fraude_ml,nivel_riesgo_ml,etiqueta_fraude_simulada
SIN-0451,POL-0179,ASE-0046,Vehículos,Daño Parcial,615.44,83,Rojo,0.9210938906528439,1,Alto,1
SIN-0452,POL-0018,ASE-0208,Vehículos,Robo,15135.72,25,Verde,0.04934128786221958,0,Bajo,0
SIN-0453,POL-0216,ASE-0075,Vehículos,Robo,23741.8,94,Rojo,0.917595541778339,1,Alto,1
SIN-0454,POL-0166,ASE-0102,Generales,Responsabilidad Civil,17411.61,11,Verde,0.03567618409368998,0,Bajo,0
SIN-0455,POL-0011,ASE-0204,Vehículos,Pérdida Total,28246.8,42,Amarillo,0.2062350879752179,0,Bajo,0
SIN-0456,POL-0172,ASE-0082,Vehículos,Pérdida Total,23552.38,92,Rojo,0.9581504145529331,1,Alto,1
SIN-0457,POL-0245,ASE-0122,Vehículos,Choque,3547.64,49,Amarillo,0.5029293330436472,1,Medio,0
SIN-0458,POL-0205,ASE-0250,Salud,Cirugía,13602.42,11,Verde,0.3974334297992458,0,Medio,1
SIN-0459,POL-0285,ASE-0038,Vehículos,Robo Parcial,2925.13,44,Amarillo,0.2184590303764355,0,Bajo,0
SIN-0460,POL-0259,ASE-0057,Salud,Cirugía,6991.34,41,Amarillo,0.2764492194874824,0,Bajo,0
SIN-0461,POL-0198,ASE-0248,Vehículos,Robo,41155.6,95,Rojo,0.9781998275908907,1,Alto,1
SIN-0462,POL-0149,ASE-0052,Vehículos,Choque,5519.82,26,Verde,0.061882355775736066,0,Bajo,0
SIN-0463,POL-0100,ASE-0145,Generales,Responsabilidad Civil,22070.16,87,Rojo,0.9546305453416797,1,Alto,1
SIN-0464,POL-0198,ASE-0248,Vehículos,Volcadura,17689.61,76,Rojo,0.9594874594451183,1,Alto,1
SIN-0465,POL-0208,ASE-0102,Vehículos,Choque,5326.02,56,Amarillo,0.35393055642225696,0,Medio,0
SIN-0466,POL-0249,ASE-0173,Salud,Emergencia,833.59,46,Amarillo,0.20325740993605368,0,Bajo,0
SIN-0467,POL-0043,ASE-0008,Vehículos,Robo,9682.51,18,Verde,0.04903925227755941,0,Bajo,0
SIN-0468,POL-0208,ASE-0102,Generales,Robo Equipos,4492.25,0,Verde,0.04061171312630618,0,Bajo,0
SIN-0469,POL-0216,ASE-0075,Vida,Enfermedades Graves,23929.33,0,Verde,0.08969352308738658,0,Bajo,1
SIN-0470,POL-0234,ASE-0152,Vida,Fallecimiento,20176.29,11,Verde,0.027329115079792077,0,Bajo,0
SIN-0471,POL-0170,ASE-0245,Salud,Maternidad,1154.86,84,Rojo,0.750271893002569,1,Alto,1
SIN-0472,POL-0207,ASE-0052,Vehículos,Pérdida Total,42130.23,13,Verde,0.09538888265430828,0,Bajo,0
SIN-0473,POL-0188,ASE-0007,Vehículos,Robo Parcial,1374.08,56,Amarillo,0.33483136181318535,0,Medio,0
SIN-0474,POL-0032,ASE-0108,Hogar,Robo Contenido,2950.36,26,Verde,0.08585156069510809,0,Bajo,0
SIN-0475,POL-0081,ASE-0200,Hogar,Responsabilidad Civil,4293.39,10,Verde,0.07661526318313512,0,Bajo,0
SIN-0476,POL-0171,ASE-0230,Hogar,Responsabilidad Civil,14590.0,11,Verde,0.06215869413697703,0,Bajo,0
SIN-0477,POL-0057,ASE-0026,Vehículos,Robo Parcial,2440.74,9,Verde,0.07774222210258182,0,Bajo,0
SIN-0478,POL-0162,ASE-0088,Vehículos,Responsabilidad Civil,18347.73,26,Verde,0.062246878016375955,0,Bajo,0
SIN-0479,POL-0240,ASE-0119,Vehículos,Pérdida Total,22277.79,49,Amarillo,0.5879514007822045,1,Medio,1
SIN-0480,POL-0185,ASE-0105,Generales,Incendio Comercial,15712.19,26,Verde,0.04881390408618299,0,Bajo,0
SIN-0481,POL-0043,ASE-0008,Vehículos,Volcadura,16644.96,10,Verde,0.34700279373981546,0,Medio,0
SIN-0482,POL-0158,ASE-0231,Salud,Atención Médica,1819.18,18,Verde,0.08775042334312926,0,Bajo,0
SIN-0483,POL-0106,ASE-0056,Generales,Robo Equipos,14886.29,26,Verde,0.06460498411644594,0,Bajo,0
SIN-0484,POL-0060,ASE-0213,Vehículos,Robo,8837.45,76,Rojo,0.8133206136086443,1,Alto,1
SIN-0485,POL-0107,ASE-0131,Vehículos,Responsabilidad Civil,18029.18,15,Verde,0.09462371751933805,0,Bajo,0
SIN-0486,POL-0289,ASE-0087,Generales,Daño Equipos,3171.8,83,Rojo,0.9395642748755464,1,Alto,1
SIN-0487,POL-0244,ASE-0118,Vehículos,Volcadura,17671.21,98,Rojo,0.9263372855662187,1,Alto,1
SIN-0488,POL-0253,ASE-0002,Vehículos,Pérdida Total,29271.05,14,Verde,0.11514892521365244,0,Bajo,0
SIN-0489,POL-0042,ASE-0084,Generales,Incendio Comercial,30494.03,6,Verde,0.12436327975377333,0,Bajo,0
SIN-0490,POL-0208,ASE-0102,Vehículos,Robo,16221.13,76,Rojo,0.9895092091804032,1,Alto,1
SIN-0491,POL-0119,ASE-0033,Vida,Invalidez Total,27307.44,71,Amarillo,0.25998887391625186,0,Bajo,0
SIN-0492,POL-0076,ASE-0118,Vehículos,Choque,1331.6,11,Verde,0.07558163414394031,0,Bajo,0
SIN-0493,POL-0075,ASE-0247,Hogar,Terremoto,21783.8,26,Verde,0.08601750428788922,0,Bajo,0
SIN-0494,POL-0296,ASE-0075,Vehículos,Robo,18994.44,19,Verde,0.04499362880047046,0,Bajo,0
SIN-0495,POL-0119,ASE-0033,Hogar,Robo Contenido,5367.22,26,Verde,0.039170991005788386,0,Bajo,0
SIN-0496,POL-0275,ASE-0058,Vehículos,Responsabilidad Civil,18939.03,11,Verde,0.11676106080390865,0,Bajo,0
SIN-0497,POL-0036,ASE-0059,Salud,Atención Médica,39374.38,88,Rojo,0.9398965175501688,1,Alto,1
SIN-0498,POL-0169,ASE-0099,Salud,Cirugía,6944.2,0,Verde,0.030945796045036042,0,Bajo,0
SIN-0499,POL-0019,ASE-0124,Vehículos,Choque,5954.26,26,Verde,0.13837483793573993,0,Bajo,0
SIN-0500,POL-0061,ASE-0174,Vehículos,Daño Parcial,789.0,59,Amarillo,0.5792749713688952,1,Medio,1
SIN-0501,POL-0109,ASE-0132,Salud,Maternidad,1608.48,26,Verde,0.027981167448885253,0,Bajo,0
SIN-0502,POL-0055,ASE-0176,Vehículos,Robo Parcial,4616.85,10,Verde,0.1129451595328242,0,Bajo,0
SIN-0503,POL-0077,ASE-0003,Vehículos,Volcadura,13096.02,24,Verde,0.08678744636609807,0,Bajo,0
SIN-0504,POL-0104,ASE-0012,Vehículos,Volcadura,7627.32,10,Verde,0.25890173805574634,0,Bajo,0
SIN-0505,POL-0015,ASE-0081,Vida,Fallecimiento,23803.55,26,Verde,0.05196080930394187,0,Bajo,0
SIN-0506,POL-0069,ASE-0247,Generales,Responsabilidad Civil,10204.98,44,Amarillo,0.2095141844243754,0,Bajo,0
SIN-0507,POL-0130,ASE-0159,Vehículos,Daño Parcial,1453.5,11,Verde,0.09166041679524549,0,Bajo,0
SIN-0508,POL-0003,ASE-0188,Vehículos,Responsabilidad Civil,19948.3,43,Amarillo,0.47082304373443334,0,Medio,0
SIN-0509,POL-0044,ASE-0244,Vehículos,Robo,42681.26,94,Rojo,0.7429338790443967,1,Alto,1
SIN-0510,POL-0069,ASE-0247,Hogar,Incendio,26189.12,71,Amarillo,0.5463584166356434,1,Medio,0
SIN-0511,POL-0153,ASE-0020,Hogar,Daño por Agua,2015.32,11,Verde,0.03944963248587338,0,Bajo,0
SIN-0512,POL-0124,ASE-0025,Hogar,Terremoto,9009.14,44,Amarillo,0.2348481838208736,0,Bajo,0
SIN-0513,POL-0286,ASE-0037,Salud,Emergencia,1472.96,26,Verde,0.06653675225331529,0,Bajo,0
SIN-0514,POL-0132,ASE-0015,Vehículos,Volcadura,9185.86,23,Verde,0.1256861960531412,0,Bajo,0
SIN-0515,POL-0016,ASE-0093,Vehículos,Robo Parcial,4368.44,57,Amarillo,0.36957419371949946,0,Medio,0
SIN-0516,POL-0266,ASE-0075,Hogar,Incendio,14545.62,5,Verde,0.09278920673646834,0,Bajo,0
SIN-0517,POL-0167,ASE-0062,Hogar,Responsabilidad Civil,15784.07,97,Rojo,0.982581334902832,1,Alto,1
SIN-0518,POL-0021,ASE-0179,Vehículos,Choque,7806.45,26,Verde,0.08165457332693266,0,Bajo,0
SIN-0519,POL-0111,ASE-0161,Vida,Invalidez Parcial,3037.83,5,Verde,0.04241257042523069,0,Bajo,0
SIN-0520,POL-0295,ASE-0190,Vehículos,Volcadura,7734.46,7,Verde,0.10385385997415109,0,Bajo,0
SIN-0521,POL-0199,ASE-0055,Salud,Atención Médica,1951.89,0,Verde,0.038124594757007885,0,Bajo,0
SIN-0522,POL-0202,ASE-0177,Hogar,Robo Contenido,3302.58,47,Amarillo,0.21797078083891028,0,Bajo,1
SIN-0523,POL-0237,ASE-0019,Vehículos,Robo,24393.32,26,Verde,0.08017505107284714,0,Bajo,0
SIN-0524,POL-0147,ASE-0038,Vehículos,Robo Parcial,4577.23,49,Amarillo,0.6155709800326025,1,Alto,1
SIN-0525,POL-0156,ASE-0173,Vehículos,Pérdida Total,11694.65,71,Amarillo,0.7652873494213672,1,Alto,1
SIN-0526,POL-0177,ASE-0115,Vehículos,Daño Parcial,3635.69,25,Verde,0.16036241164083667,0,Bajo,0
SIN-0527,POL-0298,ASE-0190,Salud,Hospitalización,5326.58,14,Verde,0.06549633445137917,0,Bajo,0
SIN-0528,POL-0205,ASE-0250,Hogar,Daño por Agua,3710.21,43,Amarillo,0.25262640823560994,0,Bajo,0
SIN-0529,POL-0169,ASE-0099,Vehículos,Daño Parcial,2451.6,11,Verde,0.04732296346479014,0,Bajo,0
SIN-0530,POL-0070,ASE-0102,Vehículos,Volcadura,15556.03,76,Rojo,0.8043422032623079,1,Alto,1
SIN-0531,POL-0013,ASE-0030,Vehículos,Daño Parcial,727.73,40,Verde,0.41729179600432487,0,Medio,0
SIN-0532,POL-0224,ASE-0125,Salud,Cirugía,10904.97,5,Verde,0.15788443212075687,0,Bajo,0
SIN-0533,POL-0159,ASE-0112,Vehículos,Robo,39201.29,26,Verde,0.06978293530286651,0,Bajo,0
SIN-0534,POL-0070,ASE-0102,Salud,Maternidad,2521.72,10,Verde,0.09057383839976058,0,Bajo,0
SIN-0535,POL-0120,ASE-0011,Vehículos,Choque,22426.11,87,Rojo,0.9666492336173934,1,Alto,1
SIN-0536,POL-0263,ASE-0095,Salud,Cirugía,8661.03,43,Amarillo,0.14256144953692845,0,Bajo,0
SIN-0537,POL-0280,ASE-0030,Vehículos,Robo,11085.08,9,Verde,0.041389076869475856,0,Bajo,0
SIN-0538,POL-0141,ASE-0112,Vehículos,Volcadura,4799.3,56,Amarillo,0.4435717818704403,0,Medio,0
SIN-0539,POL-0077,ASE-0003,Vehículos,Volcadura,8742.07,80,Rojo,0.9653279490426122,1,Alto,1
SIN-0540,POL-0177,ASE-0115,Vehículos,Daño Parcial,2637.79,11,Verde,0.045090761041801916,0,Bajo,0
SIN-0541,POL-0286,ASE-0037,Vehículos,Robo Parcial,3045.04,10,Verde,0.09790952280560171,0,Bajo,0
SIN-0542,POL-0005,ASE-0055,Hogar,Robo Contenido,2268.85,26,Verde,0.09642163925293623,0,Bajo,0
SIN-0543,POL-0068,ASE-0038,Vehículos,Volcadura,3065.43,83,Rojo,0.8915822311779742,1,Alto,1
SIN-0544,POL-0008,ASE-0134,Salud,Cirugía,14299.54,9,Verde,0.06301432984948399,0,Bajo,0
SIN-0545,POL-0159,ASE-0112,Hogar,Daño por Agua,6788.23,26,Verde,0.07933469385363032,0,Bajo,0
SIN-0546,POL-0067,ASE-0195,Vehículos,Responsabilidad Civil,15393.52,94,Rojo,0.7264337633576798,1,Alto,1
SIN-0547,POL-0041,ASE-0003,Vehículos,Robo,13192.23,56,Amarillo,0.39061851712361806,0,Medio,0
SIN-0548,POL-0139,ASE-0146,Salud,Maternidad,3913.87,26,Verde,0.37432494368490976,0,Medio,1
SIN-0549,POL-0201,ASE-0155,Vehículos,Daño Parcial,2132.87,26,Verde,0.09044073248184953,0,Bajo,0
SIN-0550,POL-0156,ASE-0173,Vehículos,Robo Parcial,26813.52,76,Rojo,0.9741924522772252,1,Alto,1
SIN-0551,POL-0300,ASE-0244,Vehículos,Volcadura,9523.3,49,Amarillo,0.397353309246136,0,Medio,0
SIN-0552,POL-0207,ASE-0052,Salud,Hospitalización,7452.46,26,Verde,0.08673469551653307,0,Bajo,0
SIN-0553,POL-0242,ASE-0229,Vida,Enfermedades Graves,6745.79,45,Amarillo,0.18705435538372406,0,Bajo,0
SIN-0554,POL-0276,ASE-0186,Vehículos,Responsabilidad Civil,3940.59,41,Amarillo,0.48421921212092406,0,Medio,1
SIN-0555,POL-0249,ASE-0173,Hogar,Daño por Agua,5664.71,11,Verde,0.04663197107561877,0,Bajo,0
SIN-0556,POL-0249,ASE-0173,Vida,Invalidez Parcial,6780.3,14,Verde,0.06368718713068668,0,Bajo,0
SIN-0557,POL-0148,ASE-0022,Vehículos,Choque,6488.16,44,Amarillo,0.27607957694766727,0,Bajo,0
SIN-0558,POL-0190,ASE-0187,Vehículos,Responsabilidad Civil,11350.62,46,Amarillo,0.2917364399177837,0,Bajo,0
SIN-0559,POL-0142,ASE-0066,Salud,Emergencia,35699.02,76,Rojo,0.7954673882992276,1,Alto,1
SIN-0560,POL-0063,ASE-0033,Vehículos,Choque,6820.56,71,Amarillo,0.6030329312251211,1,Alto,1
SIN-0561,POL-0010,ASE-0108,Vehículos,Choque,3967.7,0,Verde,0.08161930484274448,0,Bajo,0
SIN-0562,POL-0289,ASE-0087,Salud,Maternidad,942.74,11,Verde,0.07035483946375058,0,Bajo,0
SIN-0563,POL-0243,ASE-0048,Vida,Fallecimiento,19915.63,48,Amarillo,0.5713522062096854,1,Medio,1
SIN-0564,POL-0207,ASE-0052,Vehículos,Robo,37726.74,5,Verde,0.0907222634479316,0,Bajo,0
SIN-0565,POL-0256,ASE-0080,Salud,Maternidad,1259.21,26,Verde,0.07320891073331119,0,Bajo,0
SIN-0566,POL-0207,ASE-0052,Hogar,Incendio,21981.87,47,Amarillo,0.25365167364816915,0,Bajo,0
SIN-0567,POL-0199,ASE-0055,Salud,Atención Médica,668.9,11,Verde,0.11090116562744096,0,Bajo,0
SIN-0568,POL-0228,ASE-0213,Vehículos,Robo,32474.67,57,Amarillo,0.6926604309645383,1,Alto,1
SIN-0569,POL-0147,ASE-0038,Vehículos,Volcadura,5788.24,87,Rojo,0.9255084737046174,1,Alto,1
SIN-0570,POL-0264,ASE-0029,Salud,Emergencia,925.85,11,Verde,0.07398862379164908,0,Bajo,0
SIN-0571,POL-0279,ASE-0229,Generales,Responsabilidad Civil,2855.83,5,Verde,0.07782510354645836,0,Bajo,0
SIN-0572,POL-0278,ASE-0240,Vehículos,Robo,31248.65,83,Rojo,0.9614273790592699,1,Alto,1
SIN-0573,POL-0177,ASE-0115,Vehículos,Volcadura,16524.92,25,Verde,0.12261823570678908,0,Bajo,0
SIN-0574,POL-0001,ASE-0033,Vida,Invalidez Total,38967.48,26,Verde,0.07185474114681752,0,Bajo,0
SIN-0575,POL-0289,ASE-0087,Vehículos,Pérdida Total,18342.66,26,Verde,0.11304394491273863,0,Bajo,0
SIN-0576,POL-0188,ASE-0007,Vida,Enfermedades Graves,12210.76,26,Verde,0.07214679245787264,0,Bajo,0
SIN-0577,POL-0148,ASE-0022,Vida,Enfermedades Graves,32123.42,11,Verde,0.08407615721695968,0,Bajo,0
SIN-0578,POL-0084,ASE-0002,Vehículos,Volcadura,16158.39,57,Amarillo,0.5786790822809548,1,Medio,0
SIN-0579,POL-0079,ASE-0101,Generales,Incendio Comercial,12031.71,14,Verde,0.0680538797753024,0,Bajo,0
SIN-0580,POL-0064,ASE-0179,Salud,Maternidad,2081.24,26,Verde,0.05604483458535956,0,Bajo,0
SIN-0581,POL-0264,ASE-0029,Hogar,Responsabilidad Civil,17279.92,11,Verde,0.04326463655137254,0,Bajo,0
SIN-0582,POL-0156,ASE-0173,Vehículos,Volcadura,8321.97,97,Rojo,0.9651896263642956,1,Alto,1
SIN-0583,POL-0193,ASE-0196,Vehículos,Pérdida Total,12475.09,58,Amarillo,0.3558701254547289,0,Medio,1
SIN-0584,POL-0086,ASE-0023,Vehículos,Robo,39666.86,11,Verde,0.05777812996597173,0,Bajo,0
SIN-0585,POL-0054,ASE-0239,Salud,Emergencia,346.19,46,Amarillo,0.1922477683794704,0,Bajo,0
SIN-0586,POL-0066,ASE-0158,Salud,Hospitalización,4362.96,49,Amarillo,0.3317027834474168,0,Medio,0
SIN-0587,POL-0268,ASE-0112,Vehículos,Choque,7553.15,56,Amarillo,0.24842662899929993,0,Bajo,0
SIN-0588,POL-0058,ASE-0153,Vehículos,Volcadura,13075.03,16,Verde,0.1404834997166696,0,Bajo,0
SIN-0589,POL-0108,ASE-0085,Vehículos,Pérdida Total,34785.52,45,Amarillo,0.526991646106594,1,Medio,0
SIN-0590,POL-0215,ASE-0042,Vehículos,Daño Parcial,962.45,10,Verde,0.16008911276285664,0,Bajo,0
SIN-0591,POL-0210,ASE-0247,Salud,Emergencia,1273.99,24,Verde,0.11282498892101443,0,Bajo,0
SIN-0592,POL-0100,ASE-0145,Generales,Incendio Comercial,16658.25,0,Verde,0.09423958641842667,0,Bajo,0
SIN-0593,POL-0160,ASE-0099,Salud,Cirugía,14957.7,5,Verde,0.15089370789607595,0,Bajo,0
SIN-0594,POL-0110,ASE-0014,Vida,Fallecimiento,28817.13,26,Verde,0.05077502782745704,0,Bajo,0
SIN-0595,POL-0220,ASE-0087,Vehículos,Pérdida Total,38862.6,0,Verde,0.052953888614600576,0,Bajo,0
SIN-0596,POL-0225,ASE-0198,Vehículos,Responsabilidad Civil,16837.2,11,Verde,0.02855752322858321,0,Bajo,0
SIN-0597,POL-0207,ASE-0052,Vehículos,Responsabilidad Civil,1234.79,47,Amarillo,0.552540682260686,1,Medio,1
SIN-0598,POL-0215,ASE-0042,Vehículos,Robo,44905.99,29,Verde,0.16888284579851986,0,Bajo,0
SIN-0599,POL-0235,ASE-0207,Generales,Robo Equipos,4878.58,26,Verde,0.05568171895664276,0,Bajo,0
SIN-0600,POL-0170,ASE-0245,Vehículos,Volcadura,18141.76,49,Amarillo,0.7748623489043756,1,Alto,1
SIN-0601,POL-0083,ASE-0165,Salud,Emergencia,1483.18,26,Verde,0.0548431950913887,0,Bajo,0
SIN-0602,POL-0246,ASE-0240,Vehículos,Choque,2474.87,26,Verde,0.06669907475032014,0,Bajo,0
SIN-0603,POL-0228,ASE-0213,Vehículos,Volcadura,16435.99,10,Verde,0.35949285808457887,0,Medio,0
SIN-0604,POL-0063,ASE-0033,Hogar,Responsabilidad Civil,3672.34,49,Amarillo,0.6497741589772946,1,Alto,1
SIN-0605,POL-0199,ASE-0055,Generales,Responsabilidad Civil,5256.03,83,Rojo,0.8535118099285954,1,Alto,1
SIN-0606,POL-0293,ASE-0058,Vehículos,Responsabilidad Civil,11403.64,26,Verde,0.039558516856709934,0,Bajo,0
SIN-0607,POL-0106,ASE-0056,Vehículos,Robo,17556.63,56,Amarillo,0.6487918113292775,1,Alto,1
SIN-0608,POL-0205,ASE-0250,Salud,Maternidad,9549.67,92,Rojo,0.9344064888218426,1,Alto,1
SIN-0609,POL-0049,ASE-0069,Vehículos,Choque,2486.24,58,Amarillo,0.2940317917629151,0,Bajo,0
SIN-0610,POL-0214,ASE-0247,Vida,Invalidez Total,24600.63,0,Verde,0.10190236139434053,0,Bajo,0
SIN-0611,POL-0124,ASE-0025,Vehículos,Volcadura,22955.92,87,Rojo,0.9379933540100299,1,Alto,1
SIN-0612,POL-0148,ASE-0022,Vehículos,Robo Parcial,3054.63,28,Verde,0.12467121686097406,0,Bajo,0
SIN-0613,POL-0299,ASE-0139,Vehículos,Volcadura,8753.65,25,Verde,0.25689139704276465,0,Bajo,0
SIN-0614,POL-0267,ASE-0086,Vehículos,Volcadura,19375.51,10,Verde,0.19585431049532867,0,Bajo,0
SIN-0615,POL-0072,ASE-0012,Vehículos,Volcadura,15941.56,59,Amarillo,0.4646004903898165,0,Medio,0
SIN-0616,POL-0183,ASE-0088,Vehículos,Responsabilidad Civil,5548.77,97,Rojo,0.9212173046438997,1,Alto,1
SIN-0617,POL-0054,ASE-0239,Vehículos,Choque,4818.15,10,Verde,0.09289325475160264,0,Bajo,0
SIN-0618,POL-0062,ASE-0053,Salud,Hospitalización,5584.86,0,Verde,0.04381358173065082,0,Bajo,0
SIN-0619,POL-0061,ASE-0174,Salud,Maternidad,1253.63,12,Verde,0.1160166112594597,0,Bajo,0
SIN-0620,POL-0205,ASE-0250,Vehículos,Choque,2084.64,45,Amarillo,0.23394628158669892,0,Bajo,0
SIN-0621,POL-0127,ASE-0097,Salud,Maternidad,2870.79,56,Amarillo,0.7226363984110188,1,Alto,1
SIN-0622,POL-0154,ASE-0128,Salud,Hospitalización,3612.36,76,Rojo,0.7892581997286366,1,Alto,1
SIN-0623,POL-0220,ASE-0087,Vehículos,Robo,9392.65,0,Verde,0.04369380293897347,0,Bajo,0
SIN-0624,POL-0026,ASE-0052,Salud,Cirugía,11080.99,48,Amarillo,0.24347026501524277,0,Bajo,0
SIN-0625,POL-0184,ASE-0119,Vehículos,Robo,18411.07,97,Rojo,0.9744240241913217,1,Alto,1
SIN-0626,POL-0145,ASE-0227,Vehículos,Robo,43046.77,5,Verde,0.05004757765348256,0,Bajo,0
SIN-0627,POL-0299,ASE-0139,Vehículos,Volcadura,13205.99,47,Amarillo,0.35892558656668433,0,Medio,1
SIN-0628,POL-0034,ASE-0057,Salud,Atención Médica,2807.91,14,Verde,0.04245280726394156,0,Bajo,0
SIN-0629,POL-0097,ASE-0180,Hogar,Daño por Agua,1308.48,71,Amarillo,0.413074927989567,0,Medio,0
SIN-0630,POL-0082,ASE-0025,Vehículos,Pérdida Total,40973.85,10,Verde,0.09805444082287426,0,Bajo,0
SIN-0631,POL-0271,ASE-0238,Vehículos,Responsabilidad Civil,19042.44,56,Amarillo,0.3578073649087075,0,Medio,0
SIN-0632,POL-0296,ASE-0075,Hogar,Incendio,26517.94,11,Verde,0.05503032329643844,0,Bajo,0
SIN-0633,POL-0264,ASE-0029,Salud,Emergencia,484.49,26,Verde,0.10823206602490272,0,Bajo,0
SIN-0634,POL-0096,ASE-0058,Vehículos,Pérdida Total,32182.39,19,Verde,0.06934117965902642,0,Bajo,0
SIN-0635,POL-0271,ASE-0238,Generales,Incendio Comercial,8608.91,0,Verde,0.08075308444028144,0,Bajo,0
SIN-0636,POL-0236,ASE-0005,Vehículos,Pérdida Total,11023.78,96,Rojo,0.9695449934732607,1,Alto,1
SIN-0637,POL-0238,ASE-0170,Vehículos,Choque,941.98,47,Amarillo,0.1929809760071692,0,Bajo,0
SIN-0638,POL-0210,ASE-0247,Salud,Maternidad,1433.02,11,Verde,0.061642023866080205,0,Bajo,0
SIN-0639,POL-0247,ASE-0179,Vehículos,Robo Parcial,2993.83,26,Verde,0.061747146154825516,0,Bajo,0
SIN-0640,POL-0180,ASE-0069,Salud,Emergencia,1724.3,14,Verde,0.022972600188363182,0,Bajo,0
SIN-0641,POL-0101,ASE-0055,Vehículos,Daño Parcial,18915.2,94,Rojo,0.9662346177475248,1,Alto,1
SIN-0642,POL-0266,ASE-0075,Salud,Hospitalización,1294.64,11,Verde,0.09654265176047896,0,Bajo,0
SIN-0643,POL-0054,ASE-0239,Vehículos,Daño Parcial,860.74,56,Amarillo,0.2776945459101327,0,Bajo,0
SIN-0644,POL-0294,ASE-0228,Vehículos,Responsabilidad Civil,9297.32,89,Rojo,0.9342577978159555,1,Alto,1
SIN-0645,POL-0219,ASE-0104,Vida,Invalidez Parcial,16714.43,14,Verde,0.08414760196293125,0,Bajo,0
SIN-0646,POL-0069,ASE-0247,Hogar,Incendio,25107.76,26,Verde,0.43469483648041274,0,Medio,1
SIN-0647,POL-0139,ASE-0146,Vehículos,Robo,9725.18,5,Verde,0.054365369578725356,0,Bajo,0
SIN-0648,POL-0046,ASE-0207,Vehículos,Robo,40458.78,21,Verde,0.054751599824926556,0,Bajo,0
SIN-0649,POL-0119,ASE-0033,Vehículos,Robo Parcial,526.57,11,Verde,0.13661427414636543,0,Bajo,0
SIN-0650,POL-0137,ASE-0077,Vida,Enfermedades Graves,23470.54,11,Verde,0.10485673554065228,0,Bajo,0
SIN-0651,POL-0119,ASE-0033,Hogar,Incendio,21830.36,5,Verde,0.07433436691128088,0,Bajo,0
SIN-0652,POL-0210,ASE-0247,Vehículos,Volcadura,18925.61,7,Verde,0.13695368896386095,0,Bajo,0
SIN-0653,POL-0253,ASE-0002,Vehículos,Choque,769.34,41,Amarillo,0.1834819662318402,0,Bajo,0
SIN-0654,POL-0094,ASE-0119,Hogar,Responsabilidad Civil,6430.98,71,Amarillo,0.660140880845166,1,Alto,1
SIN-0655,POL-0249,ASE-0173,Vehículos,Robo,9155.51,92,Rojo,0.9565975340315467,1,Alto,1
SIN-0656,POL-0105,ASE-0061,Vehículos,Robo Parcial,3605.1,40,Verde,0.41454737849260676,0,Medio,0
SIN-0657,POL-0033,ASE-0112,Hogar,Robo Contenido,7943.02,14,Verde,0.0947791670698996,0,Bajo,0
SIN-0658,POL-0255,ASE-0128,Generales,Robo Equipos,9284.37,11,Verde,0.10806788406397462,0,Bajo,0
SIN-0659,POL-0098,ASE-0044,Vehículos,Daño Parcial,3355.06,0,Verde,0.048849788438427154,0,Bajo,0
SIN-0660,POL-0063,ASE-0033,Hogar,Incendio,7563.72,71,Amarillo,0.5304332204824377,1,Medio,0
SIN-0661,POL-0144,ASE-0173,Generales,Daño Equipos,4079.84,56,Amarillo,0.5085003007969767,1,Medio,0
SIN-0662,POL-0276,ASE-0186,Hogar,Daño por Agua,3772.83,26,Verde,0.14354733188501562,0,Bajo,0
SIN-0663,POL-0235,ASE-0207,Vehículos,Choque,9893.44,100,Rojo,0.9552711743311297,1,Alto,1
SIN-0664,POL-0026,ASE-0052,Salud,Emergencia,1671.49,56,Amarillo,0.208601407906852,0,Bajo,0
SIN-0665,POL-0216,ASE-0075,Salud,Maternidad,2980.03,47,Amarillo,0.27525662750314567,0,Bajo,0
SIN-0666,POL-0011,ASE-0204,Vida,Invalidez Parcial,10460.14,14,Verde,0.06437997245213267,0,Bajo,0
SIN-0667,POL-0086,ASE-0023,Vehículos,Robo Parcial,3650.3,15,Verde,0.047865397827597196,0,Bajo,0
SIN-0668,POL-0084,ASE-0002,Vehículos,Choque,6211.83,83,Rojo,0.7353916334706442,1,Alto,1
SIN-0669,POL-0041,ASE-0003,Salud,Maternidad,1895.17,25,Verde,0.10176616821896439,0,Bajo,0
SIN-0670,POL-0193,ASE-0196,Hogar,Daño por Agua,6577.8,11,Verde,0.013850664257502154,0,Bajo,0
SIN-0671,POL-0266,ASE-0075,Salud,Cirugía,11828.07,20,Verde,0.13447471212595008,0,Bajo,0
SIN-0672,POL-0029,ASE-0176,Vehículos,Daño Parcial,316.35,41,Amarillo,0.26734492560004264,0,Bajo,0
SIN-0673,POL-0241,ASE-0245,Vehículos,Pérdida Total,17432.54,25,Verde,0.12836929685672835,0,Bajo,0
SIN-0674,POL-0077,ASE-0003,Hogar,Robo Contenido,8800.63,11,Verde,0.07021696395159266,0,Bajo,0
SIN-0675,POL-0275,ASE-0058,Vehículos,Volcadura,28237.03,90,Rojo,0.9126224136734309,1,Alto,1
SIN-0676,POL-0174,ASE-0247,Vehículos,Robo Parcial,3036.5,21,Verde,0.06710323714461333,0,Bajo,0
